row	column	size
1	1	1321.000000
2	1	1307.000000
3	1	1299.000000
4	1	1463.000000
5	1	1408.000000
6	1	1365.000000
7	1	1368.000000
8	1	1700.000000
9	1	1369.000000
10	1	1286.000000
11	1	1237.000000
12	1	1569.000000
13	1	1231.000000
14	1	1182.000000
15	1	1143.000000
16	1	1354.000000
17	1	1213.000000
18	1	1147.000000
19	1	1161.000000
20	1	0.000000
21	1	1196.000000
22	1	1135.000000
23	1	1098.000000
24	1	1234.000000
25	1	1121.000000
26	1	1073.000000
27	1	1070.000000
28	1	1190.000000
29	1	1101.000000
30	1	1072.000000
31	1	1083.000000
32	1	1411.000000
1	2	1302.000000
2	2	1133.000000
3	2	1087.000000
4	2	1317.000000
5	2	1183.000000
6	2	1186.000000
7	2	1199.000000
8	2	1480.000000
9	2	1297.000000
10	2	1237.000000
11	2	1190.000000
12	2	1474.000000
13	2	1175.000000
14	2	1138.000000
15	2	1136.000000
16	2	1356.000000
17	2	1180.000000
18	2	1126.000000
19	2	1165.000000
20	2	0.000000
21	2	1189.000000
22	2	1079.000000
23	2	1070.000000
24	2	1221.000000
25	2	1098.000000
26	2	1046.000000
27	2	1037.000000
28	2	1168.000000
29	2	1069.000000
30	2	1026.000000
31	2	1026.000000
32	2	1264.000000
1	3	1419.000000
2	3	1088.000000
3	3	1054.000000
4	3	1051.000000
5	3	1284.000000
6	3	1162.000000
7	3	1210.000000
8	3	1224.000000
9	3	1439.000000
10	3	1262.000000
11	3	1210.000000
12	3	1207.000000
13	3	1427.000000
14	3	1207.000000
15	3	1184.000000
16	3	1202.000000
17	3	0.000000
18	3	1189.000000
19	3	1154.000000
20	3	1162.000000
21	3	1308.000000
22	3	1110.000000
23	3	1102.000000
24	3	1096.000000
25	3	1207.000000
26	3	1089.000000
27	3	1071.000000
28	3	1080.000000
29	3	1170.000000
30	3	1084.000000
31	3	1113.000000
32	3	1138.000000
1	4	1426.000000
2	4	1060.000000
3	4	1048.000000
4	4	1067.000000
5	4	1213.000000
6	4	1165.000000
7	4	1184.000000
8	4	1220.000000
9	4	1435.000000
10	4	1207.000000
11	4	1207.000000
12	4	1180.000000
13	4	1388.000000
14	4	1153.000000
15	4	1154.000000
16	4	1201.000000
17	4	0.000000
18	4	1167.000000
19	4	1134.000000
20	4	1119.000000
21	4	1309.000000
22	4	1088.000000
23	4	1067.000000
24	4	1054.000000
25	4	1179.000000
26	4	1061.000000
27	4	1066.000000
28	4	1079.000000
29	4	1183.000000
30	4	1078.000000
31	4	1102.000000
32	4	1170.000000
1	5	1179.000000
2	5	1029.000000
3	5	1013.000000
4	5	1204.000000
5	5	1092.000000
6	5	1145.000000
7	5	1184.000000
8	5	1191.000000
9	5	788.000000
10	5	1162.000000
11	5	1145.000000
12	5	1139.000000
13	5	605.000000
14	5	1107.000000
15	5	1082.000000
16	5	1035.000000
17	5	1078.000000
18	5	1064.000000
19	5	1058.000000
20	5	1037.000000
21	5	1044.000000
22	5	1030.000000
23	5	1022.000000
24	5	949.000000
25	5	1027.000000
26	5	999.000000
27	5	990.000000
28	5	975.000000
29	5	1065.000000
30	5	1022.000000
31	5	1052.000000
32	5	1310.000000
1	6	1243.000000
2	6	1001.000000
3	6	1010.000000
4	6	1228.000000
5	6	1155.000000
6	6	1144.000000
7	6	1142.000000
8	6	1140.000000
9	6	754.000000
10	6	1136.000000
11	6	1137.000000
12	6	1140.000000
13	6	610.000000
14	6	1127.000000
15	6	1098.000000
16	6	1070.000000
17	6	1074.000000
18	6	1079.000000
19	6	1043.000000
20	6	1059.000000
21	6	1023.000000
22	6	1012.000000
23	6	1004.000000
24	6	985.000000
25	6	1009.000000
26	6	1005.000000
27	6	987.000000
28	6	1004.000000
29	6	1022.000000
30	6	1011.000000
31	6	1052.000000
32	6	1338.000000
1	7	1412.000000
2	7	1075.000000
3	7	1080.000000
4	7	1085.000000
5	7	1065.000000
6	7	1193.000000
7	7	1195.000000
8	7	1170.000000
9	7	1154.000000
10	7	784.000000
11	7	774.000000
12	7	766.000000
13	7	1107.000000
14	7	600.000000
15	7	615.000000
16	7	597.000000
17	7	1093.000000
18	7	1058.000000
19	7	1038.000000
20	7	1033.000000
21	7	986.000000
22	7	1028.000000
23	7	1038.000000
24	7	1054.000000
25	7	1002.000000
26	7	1001.000000
27	7	997.000000
28	7	992.000000
29	7	1191.000000
30	7	1087.000000
31	7	1101.000000
32	7	1233.000000
1	8	1437.000000
2	8	1100.000000
3	8	1090.000000
4	8	1101.000000
5	8	1094.000000
6	8	1169.000000
7	8	1141.000000
8	8	1139.000000
9	8	1129.000000
10	8	774.000000
11	8	770.000000
12	8	767.000000
13	8	1119.000000
14	8	624.000000
15	8	570.000000
16	8	575.000000
17	8	1094.000000
18	8	1043.000000
19	8	1018.000000
20	8	1044.000000
21	8	993.000000
22	8	1061.000000
23	8	1052.000000
24	8	1048.000000
25	8	1023.000000
26	8	1018.000000
27	8	1001.000000
28	8	990.000000
29	8	1196.000000
30	8	1057.000000
31	8	1127.000000
32	8	1241.000000
1	9	1271.000000
2	9	1080.000000
3	9	1068.000000
4	9	1243.000000
5	9	1168.000000
6	9	1092.000000
7	9	1091.000000
8	9	1060.000000
9	9	727.000000
10	9	1130.000000
11	9	1128.000000
12	9	1139.000000
13	9	587.000000
14	9	1121.000000
15	9	1094.000000
16	9	1074.000000
17	9	1066.000000
18	9	1055.000000
19	9	1054.000000
20	9	1068.000000
21	9	1074.000000
22	9	1058.000000
23	9	1045.000000
24	9	982.000000
25	9	1028.000000
26	9	1020.000000
27	9	1016.000000
28	9	988.000000
29	9	1065.000000
30	9	1019.000000
31	9	1063.000000
32	9	1366.000000
1	10	1271.000000
2	10	1096.000000
3	10	1076.000000
4	10	1266.000000
5	10	1174.000000
6	10	1081.000000
7	10	1047.000000
8	10	1071.000000
9	10	715.000000
10	10	1131.000000
11	10	1115.000000
12	10	1186.000000
13	10	589.000000
14	10	1144.000000
15	10	1107.000000
16	10	1070.000000
17	10	1086.000000
18	10	1079.000000
19	10	1072.000000
20	10	1089.000000
21	10	1077.000000
22	10	1083.000000
23	10	1021.000000
24	10	990.000000
25	10	1029.000000
26	10	1016.000000
27	10	1014.000000
28	10	1009.000000
29	10	1046.000000
30	10	1023.000000
31	10	1051.000000
32	10	1380.000000
1	11	1502.000000
2	11	1145.000000
3	11	1149.000000
4	11	1180.000000
5	11	1063.000000
6	11	1177.000000
7	11	1111.000000
8	11	1136.000000
9	11	1097.000000
10	11	746.000000
11	11	764.000000
12	11	739.000000
13	11	1113.000000
14	11	626.000000
15	11	587.000000
16	11	588.000000
17	11	1127.000000
18	11	1093.000000
19	11	1065.000000
20	11	1067.000000
21	11	1017.000000
22	11	1075.000000
23	11	1052.000000
24	11	1049.000000
25	11	1051.000000
26	11	1031.000000
27	11	1001.000000
28	11	1008.000000
29	11	1202.000000
30	11	1077.000000
31	11	1121.000000
32	11	1208.000000
1	12	1484.000000
2	12	1213.000000
3	12	1165.000000
