row	column	size
1	1	1244.000000
2	1	1174.000000
3	1	1208.000000
4	1	1479.000000
5	1	1322.000000
6	1	1306.000000
7	1	1345.000000
8	1	1588.000000
9	1	1437.000000
10	1	1413.000000
11	1	1396.000000
12	1	1658.000000
13	1	1487.000000
14	1	1463.000000
15	1	1432.000000
16	1	1753.000000
17	1	1458.000000
18	1	1431.000000
19	1	1360.000000
20	1	0.000000
21	1	1352.000000
22	1	1239.000000
23	1	1178.000000
24	1	1535.000000
25	1	1251.000000
26	1	1243.000000
27	1	1194.000000
28	1	1425.000000
29	1	1178.000000
30	1	1125.000000
31	1	1162.000000
32	1	1450.000000
1	2	1137.000000
2	2	1129.000000
3	2	1317.000000
4	2	1079.000000
5	2	1115.000000
6	2	1200.000000
7	2	1274.000000
8	2	1166.000000
9	2	1212.000000
10	2	1268.000000
11	2	1490.000000
12	2	1244.000000
13	2	1287.000000
14	2	1323.000000
15	2	1556.000000
16	2	1345.000000
17	2	1327.000000
18	2	1402.000000
19	2	0.000000
20	2	1386.000000
21	2	1304.000000
22	2	1296.000000
23	2	1547.000000
24	2	1216.000000
25	2	1166.000000
26	2	1199.000000
27	2	1423.000000
28	2	1119.000000
29	2	1081.000000
30	2	1142.000000
31	2	1355.000000
32	2	1123.000000
1	3	1387.000000
2	3	1014.000000
3	3	1089.000000
4	3	1095.000000
5	3	1281.000000
6	3	1130.000000
7	3	1155.000000
8	3	1176.000000
9	3	1373.000000
10	3	1265.000000
11	3	1274.000000
12	3	1284.000000
13	3	1458.000000
14	3	1299.000000
15	3	1314.000000
16	3	1368.000000
17	3	0.000000
18	3	1381.000000
19	3	1387.000000
20	3	1318.000000
21	3	1502.000000
22	3	1239.000000
23	3	1215.000000
24	3	1213.000000
25	3	1413.000000
26	3	1180.000000
27	3	1163.000000
28	3	1159.000000
29	3	1360.000000
30	3	1153.000000
31	3	1165.000000
32	3	1173.000000
1	4	1175.000000
2	4	1191.000000
3	4	1044.000000
4	4	1089.000000
5	4	1069.000000
6	4	1272.000000
7	4	1177.000000
8	4	1227.000000
9	4	1257.000000
10	4	1441.000000
11	4	1269.000000
12	4	1286.000000
13	4	1295.000000
14	4	1484.000000
15	4	1304.000000
16	4	1321.000000
17	4	1355.000000
18	4	0.000000
19	4	1328.000000
20	4	1295.000000
21	4	1245.000000
22	4	1464.000000
23	4	1207.000000
24	4	1222.000000
25	4	1199.000000
26	4	1408.000000
27	4	1181.000000
28	4	1186.000000
29	4	1154.000000
30	4	1415.000000
31	4	1160.000000
32	4	1231.000000
1	5	1137.000000
2	5	1005.000000
3	5	992.000000
4	5	1199.000000
5	5	1111.000000
6	5	1132.000000
7	5	1172.000000
8	5	1196.000000
9	5	892.000000
10	5	1265.000000
11	5	1240.000000
12	5	1251.000000
13	5	771.000000
14	5	1250.000000
15	5	1227.000000
16	5	1190.000000
17	5	1189.000000
18	5	1239.000000
19	5	1224.000000
20	5	1228.000000
21	5	1180.000000
22	5	1170.000000
23	5	1161.000000
24	5	1129.000000
25	5	1167.000000
26	5	1157.000000
27	5	1137.000000
28	5	1143.000000
29	5	1184.000000
30	5	1171.000000
31	5	1216.000000
32	5	1509.000000
1	6	1098.000000
2	6	1023.000000
3	6	1192.000000
4	6	1029.000000
5	6	1077.000000
6	6	1184.000000
7	6	1194.000000
8	6	1259.000000
9	6	1271.000000
10	6	891.000000
11	6	1251.000000
12	6	1274.000000
13	6	1263.000000
14	6	801.000000
15	6	1202.000000
16	6	1214.000000
17	6	1185.000000
18	6	1164.000000
19	6	1210.000000
20	6	1191.000000
21	6	1135.000000
22	6	1167.000000
23	6	1102.000000
24	6	1167.000000
25	6	1152.000000
26	6	1130.000000
27	6	1118.000000
28	6	1113.000000
29	6	1128.000000
30	6	1179.000000
31	6	1422.000000
32	6	1299.000000
1	7	1333.000000
2	7	1019.000000
3	7	1038.000000
4	7	1078.000000
5	7	1079.000000
6	7	1202.000000
7	7	1286.000000
8	7	1330.000000
9	7	1308.000000
10	7	911.000000
11	7	914.000000
12	7	906.000000
13	7	1241.000000
14	7	808.000000
15	7	821.000000
16	7	784.000000
17	7	1205.000000
18	7	1169.000000
19	7	1170.000000
20	7	1167.000000
21	7	1170.000000
22	7	1166.000000
23	7	1154.000000
24	7	1171.000000
25	7	1129.000000
26	7	1151.000000
27	7	1109.000000
28	7	1095.000000
29	7	1284.000000
30	7	1118.000000
31	7	1194.000000
32	7	1414.000000
1	8	1188.000000
2	8	1179.000000
3	8	1054.000000
4	8	1085.000000
5	8	1160.000000
6	8	1213.000000
7	8	1307.000000
8	8	1343.000000
9	8	902.000000
10	8	1302.000000
11	8	902.000000
12	8	910.000000
13	8	800.000000
14	8	1169.000000
15	8	816.000000
16	8	802.000000
17	8	1153.000000
18	8	1175.000000
19	8	1144.000000
20	8	1150.000000
21	8	1176.000000
22	8	1159.000000
23	8	1184.000000
24	8	1188.000000
25	8	1157.000000
26	8	1144.000000
27	8	1112.000000
28	8	1043.000000
29	8	1109.000000
30	8	1291.000000
31	8	1176.000000
32	8	1402.000000
1	9	1193.000000
2	9	978.000000
3	9	1003.000000
4	9	1236.000000
5	9	1154.000000
6	9	1195.000000
7	9	1264.000000
8	9	1249.000000
9	9	906.000000
10	9	1234.000000
11	9	1208.000000
12	9	1250.000000
13	9	784.000000
14	9	1163.000000
15	9	1168.000000
16	9	1132.000000
17	9	1149.000000
18	9	1156.000000
19	9	1150.000000
20	9	1175.000000
21	9	1147.000000
22	9	1180.000000
23	9	1150.000000
24	9	1128.000000
25	9	1170.000000
26	9	1169.000000
27	9	1131.000000
28	9	1120.000000
29	9	1124.000000
30	9	1076.000000
31	9	1114.000000
32	9	1625.000000
1	10	1133.000000
2	10	1045.000000
3	10	1164.000000
4	10	1036.000000
5	10	1135.000000
6	10	1235.000000
7	10	1212.000000
8	10	1224.000000
9	10	1226.000000
10	10	886.000000
11	10	1233.000000
12	10	1144.000000
13	10	1174.000000
14	10	784.000000
15	10	1114.000000
16	10	1159.000000
17	10	1126.000000
18	10	1128.000000
19	10	1149.000000
20	10	1140.000000
21	10	1154.000000
22	10	1171.000000
23	10	1133.000000
24	10	1177.000000
25	10	1155.000000
26	10	1182.000000
27	10	1173.000000
28	10	1148.000000
29	10	1118.000000
30	10	1130.000000
31	10	1376.000000
32	10	1316.000000
1	11	1429.000000
2	11	1037.000000
3	11	1045.000000
4	11	1092.000000
5	11	1145.000000
6	11	1248.000000
7	11	1269.000000
8	11	1251.000000
9	11	1248.000000
10	11	880.000000
11	11	854.000000
12	11	845.000000
13	11	1168.000000
14	11	786.000000
15	11	808.000000
16	11	769.000000
17	11	1097.000000
18	11	1086.000000
19	11	1123.000000
20	11	1134.000000
21	11	1116.000000
22	11	1149.000000
23	11	1155.000000
24	11	1161.000000
25	11	1175.000000
26	11	1192.000000
27	11	1164.000000
28	11	1206.000000
29	11	1366.000000
30	11	1138.000000
31	11	1198.000000
32	11	1391.000000
1	12	1247.000000
2	12	1213.000000
3	12	1075.000000
4	12	1131.000000
5	12	1203.000000
6	12	1236.000000
7	12	1272.000000
8	12	1267.000000
9	12	847.000000
10	12	1272.000000
11	12	882.000000
12	12	872.000000
13	12	768.000000
14	12	1180.000000
15	12	761.000000
16	12	746.000000
17	12	1113.000000
18	12	1087.000000
19	12	1120.000000
20	12	1112.000000
21	12	1149.000000
22	12	1108.000000
23	12	1163.000000
24	12	1148.000000
25	12	1180.000000
26	12	1200.000000
27	12	1185.000000
28	12	1187.000000
29	12	1205.000000
30	12	1358.000000
31	12	1184.000000
32	12	1421.000000
1	13	1297.000000
2	13	1067.000000
3	13	1066.000000
4	13	1310.000000
5	13	1232.000000
6	13	1221.000000
7	13	1202.000000
8	13	1173.000000
9	13	841.000000
10	13	1195.000000
11	13	1206.000000
12	13	1222.000000
13	13	891.000000
14	13	1155.000000
15	13	1157.000000
16	13	1121.000000
17	13	1130.000000
18	13	1112.000000
19	13	1117.000000
20	13	1126.000000
21	13	1118.000000
22	13	1172.000000
23	13	1131.000000
24	13	1137.000000
25	13	1183.000000
26	13	1185.000000
27	13	1193.000000
28	13	1161.000000
29	13	1150.000000
30	13	1085.000000
31	13	1186.000000
32	13	0.000000
1	14	1301.000000
2	14	1129.000000
3	14	1310.000000
4	14	1150.000000
5	14	1213.000000
6	14	1248.000000
7	14	1153.000000
8	14	1171.000000
9	14	1182.000000
10	14	845.000000
11	14	1164.000000
12	14	1182.000000
13	14	1185.000000
14	14	803.000000
15	14	1158.000000
16	14	1155.000000
17	14	1104.000000
18	14	1119.000000
19	14	1116.000000
20	14	1133.000000
21	14	1125.000000
22	14	1153.000000
23	14	1128.000000
24	14	1162.000000
25	14	1171.000000
26	14	1171.000000
27	14	1147.000000
28	14	1137.000000
29	14	1127.000000
30	14	1135.000000
31	14	0.000000
32	14	1349.000000
1	15	1511.000000
2	15	1119.000000
3	15	1183.000000
4	15	1229.000000
5	15	1209.000000
6	15	1221.000000
7	15	1213.000000
8	15	1204.000000
9	15	1222.000000
10	15	854.000000
11	15	839.000000
12	15	835.000000
13	15	1144.000000
14	15	830.000000
15	15	798.000000
16	15	824.000000
17	15	1149.000000
18	15	1109.000000
19	15	1127.000000
20	15	1123.000000
21	15	1108.000000
22	15	1162.000000
23	15	1136.000000
24	15	1149.000000
25	15	1164.000000
26	15	1154.000000
27	15	1196.000000
28	15	1156.000000
29	15	0.000000
30	15	1154.000000
31	15	1111.000000
32	15	1368.000000
1	16	1363.000000
2	16	1243.000000
3	16	1200.000000
4	16	1249.000000
5	16	1231.000000
6	16	1141.000000
7	16	1188.000000
8	16	1219.000000
9	16	808.000000
10	16	1219.000000
11	16	819.000000
12	16	841.000000
13	16	812.000000
14	16	1150.000000
15	16	869.000000
16	16	843.000000
17	16	1132.000000
18	16	1162.000000
19	16	1144.000000
20	16	1105.000000
21	16	1136.000000
