row	column	size
1	1	1816.000000
2	1	1646.000000
3	1	1665.000000
4	1	2044.000000
5	1	1759.000000
6	1	1731.000000
7	1	1764.000000
8	1	2173.000000
9	1	1916.000000
10	1	1835.000000
11	1	1830.000000
12	1	2212.000000
13	1	1933.000000
14	1	1872.000000
15	1	1858.000000
16	1	2320.000000
17	1	1911.000000
18	1	1875.000000
19	1	1815.000000
20	1	0.000000
21	1	1801.000000
22	1	1656.000000
23	1	1589.000000
24	1	2044.000000
25	1	1674.000000
26	1	1635.000000
27	1	1581.000000
28	1	1956.000000
29	1	1589.000000
30	1	1552.000000
31	1	1557.000000
32	1	2098.000000
1	2	1622.000000
2	2	1544.000000
3	2	1787.000000
4	2	1452.000000
5	2	1461.000000
6	2	1549.000000
7	2	1699.000000
8	2	1483.000000
9	2	1533.000000
10	2	1612.000000
11	2	1901.000000
12	2	1562.000000
13	2	1617.000000
14	2	1668.000000
15	2	1991.000000
16	2	1675.000000
17	2	1681.000000
18	2	1807.000000
19	2	0.000000
20	2	1762.000000
21	2	1632.000000
22	2	1650.000000
23	2	1961.000000
24	2	1503.000000
25	2	1464.000000
26	2	1525.000000
27	2	1845.000000
28	2	1415.000000
29	2	1390.000000
30	2	1478.000000
31	2	1838.000000
32	2	1543.000000
1	3	2020.000000
2	3	1423.000000
3	3	1411.000000
4	3	1407.000000
5	3	1679.000000
6	3	1468.000000
7	3	1479.000000
8	3	1484.000000
9	3	1767.000000
10	3	1562.000000
11	3	1573.000000
12	3	1592.000000
13	3	1845.000000
14	3	1598.000000
15	3	1615.000000
16	3	1714.000000
17	3	0.000000
18	3	1748.000000
19	3	1706.000000
20	3	1632.000000
21	3	1899.000000
22	3	1540.000000
23	3	1499.000000
24	3	1493.000000
25	3	1768.000000
26	3	1456.000000
27	3	1444.000000
28	3	1466.000000
29	3	1757.000000
30	3	1478.000000
31	3	1508.000000
32	3	1599.000000
1	4	1637.000000
2	4	1674.000000
3	4	1367.000000
4	4	1401.000000
5	4	1374.000000
6	4	1661.000000
7	4	1447.000000
8	4	1521.000000
9	4	1571.000000
10	4	1812.000000
11	4	1561.000000
12	4	1550.000000
13	4	1582.000000
14	4	1837.000000
